sample,interval (usec),PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA,PAPI_BR_MSP,PAPI_TOT_CYC,PAPI_L2_TCM
51743,164,299076,14,2867,4598,543414,2867
51744,165,311733,17,4217,7014,534104,4217
51745,164,320410,46,4819,5542,534254,4819
51746,164,340652,42,4963,5654,543465,4963
51747,164,351328,187,5134,5163,515981,5134
51748,164,430472,59,4710,4585,543475,4710
51749,165,318812,183,5662,4603,527014,5662
51750,164,327574,66,4753,5858,543547,4753
51751,170,339904,22,3911,5249,563391,3911
51752,164,334269,32,4324,5640,511703,4324
51753,164,352797,22,4275,6205,543509,4275
51754,166,351391,46,4324,5872,543467,4324
51755,165,370366,206,4088,5129,544172,4088
51756,164,394844,153,4580,5538,543549,4580
51757,164,355662,60,4272,5470,543693,4272
51758,164,422509,50,4169,5134,543027,4169
51759,164,373394,59,4497,4954,543411,4497
51760,169,261539,163,5204,5524,549412,5204
51761,178,311398,31,2809,4830,543326,2809
51762,164,305501,14,2763,5118,543435,2763
51763,177,267071,22,2407,3058,543422,2407
51764,164,335161,6,2444,4168,543130,2444
51765,164,303812,5,2168,5254,545968,2168
51766,164,346334,19,4059,5324,543432,4059
51767,164,400834,15,2242,7270,543128,2242
51768,176,390896,16,3258,5795,543320,3258
51769,164,373620,6,3436,5522,533250,3436
51770,164,336119,35,4153,5967,529501,4153
51771,165,340352,33,3729,5214,543687,3729
51772,164,409802,32,2529,4876,543401,2529
51773,164,310919,271,4722,5703,526674,4722
51774,164,361399,45,4784,5697,536409,4784
51775,164,413562,52,4537,5369,543135,4537
51776,164,339743,56,4677,4927,524900,4677
51777,164,281245,120,5928,5941,530532,5928
51778,165,276612,32,3132,5394,543489,3132
51779,163,237942,17,2661,4766,534950,2661
51780,165,248731,14,3418,4234,543066,3418
51781,164,324685,15,2644,5490,529854,2644
51782,164,253652,23,1932,3552,543737,1932
51783,164,321348,26,3705,7970,543484,3705
51784,164,327224,14,3376,5341,534270,3376
51785,164,322067,16,4706,6224,543405,4706
