sample,interval (usec),PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA
911,1061,674224,138,138
912,1061,674977,138,138
913,1061,674985,138,138
914,1061,674584,138,138
915,1061,675015,138,138
916,1060,675002,138,138
917,1061,674991,138,138
918,1061,674028,138,138
919,1061,675351,138,138
920,1060,675023,138,138
921,1061,674935,138,138
922,1061,674243,138,138
923,1061,675195,138,138
924,1061,675313,141,141
925,1061,675019,138,138
926,1061,674309,138,138
927,1060,674991,138,138
928,1061,675142,138,138
929,1061,674140,140,138
930,1061,675015,138,138
931,1061,674921,138,138
932,1060,674984,138,138
933,1062,674564,138,138
934,1061,675124,138,138
935,1060,675017,138,138
936,1061,674983,138,138
937,1063,674245,138,138
938,1061,675410,141,141
939,1061,675023,138,138
940,1060,675019,138,138
941,1061,674125,138,138
942,1061,675212,138,138
943,1061,674967,138,138
944,1024,651074,132,132
945,1061,675335,139,139
946,1061,675060,138,138
947,1061,675021,138,138
948,1061,674352,138,138
949,1061,675144,138,138
950,1061,675333,141,141
951,1060,674963,138,138
952,1061,674121,138,138
953,1061,675030,138,138
954,1061,675181,138,138
955,1061,675003,138,138
956,1061,674273,138,138
957,1060,675002,138,138
958,1061,674920,138,138
959,1061,675316,141,141
960,1061,674264,138,138
961,1061,675084,138,138
962,1060,674964,138,138
963,1062,674100,138,138
964,1060,675403,141,141
965,1061,675000,138,138
966,1061,674982,138,138
967,1060,673934,138,138
968,1062,675095,138,138
969,1061,675287,141,141
970,1060,675000,138,138
971,1061,674361,138,138
972,1061,675054,138,138
973,1061,675246,138,138
974,1061,675004,138,138
975,1061,674100,138,138
976,1060,675021,138,138
977,1061,675016,138,138
978,1062,674705,138,138
979,1060,675041,138,138
980,1061,675039,138,138
981,1061,674973,138,138
982,1061,674257,138,138
983,1061,675360,141,141
984,1060,674977,138,138
985,1061,675032,138,138
986,1061,674091,138,138
987,1061,675202,138,138
988,1061,675098,141,138
989,1061,675063,138,138
990,1060,674249,138,138
991,1061,675085,138,138
992,1061,675280,139,139
993,1061,674966,138,138
994,1061,674289,138,138
995,1060,674979,138,138
996,1061,674943,138,138
997,1061,674338,140,140
998,1061,675067,138,138
999,1061,675002,138,138
1000,1060,674943,138,138
1001,1062,674327,138,138
1002,1060,675315,141,141
1003,1061,675003,138,138
1004,1061,675018,138,138
1005,1061,674218,138,138
1006,1061,675263,138,138
1007,1061,675025,138,138
1008,1060,674994,138,138
1009,1061,674060,138,138
1010,1061,675064,138,138
1011,1061,675317,141,141
1012,1061,674294,138,138
1013,1060,675062,138,138
1014,1061,675016,138,138
1015,1061,675120,138,138
1016,1061,674559,141,141
1017,1061,675081,138,138
1018,1061,674947,138,138
1019,1060,674995,138,138
1020,1062,674153,138,138
1021,1061,675250,141,141
1022,1060,675045,138,138
1023,1061,674914,138,138
1024,1061,674279,138,138
1025,1061,675335,138,138
1026,1061,674230,138,139
1027,1060,674109,138,141
1028,1061,675064,138,138
1029,1061,674977,138,138
1030,1061,675331,139,139
1031,1061,674020,138,138
1032,1060,675019,138,138
1033,1061,674968,138,138
1034,1061,674999,138,138
1035,1061,674587,141,141
1036,1061,674976,138,138
1037,1060,674992,138,138
1038,1061,674884,138,138
1039,1062,674401,138,138
1040,1060,675309,141,141
1041,1061,674941,138,138
1042,1061,674984,138,138
1043,1061,674089,138,138
1044,1061,675202,138,138
1045,1060,675143,141,138
1046,1061,674211,138,138
1047,1061,675090,138,138
1048,1061,675037,138,138
1049,1061,675300,141,141
1050,1061,674336,138,138
1051,1060,674987,138,138
1052,1061,674980,138,138
1053,1061,675073,138,138
1054,1061,674314,141,141
1055,1061,675042,138,138
1056,1060,674976,138,138
1057,1061,675042,138,138
1058,1062,674406,138,138
1059,1060,675287,141,141
1060,1061,674955,138,138
1061,1061,674300,138,138
1062,1061,674979,138,138
1063,1060,675163,138,138
1064,1061,674969,138,138
1065,1061,674092,138,138
1066,1061,675037,138,138
1067,1061,675011,138,138
1068,1060,675305,141,141
1069,1061,674225,138,138
1070,1061,675047,138,138
1071,1060,674927,138,138
1072,1062,675076,138,138
1073,1061,674612,141,141
1074,1060,674985,138,138
1075,1061,674973,138,138
1076,1030,654547,135,135
1077,1061,675100,138,138
1078,1061,674964,138,138
1079,1061,675315,141,141
1080,1061,674291,138,138
1081,1060,675070,138,138
1082,1061,674943,138,138
1083,1061,675095,138,138
1084,1061,674609,141,141
1085,1061,675062,138,138
1086,1061,675009,138,138
1087,1060,674939,138,138
1088,1062,673876,138,138
1089,1061,675405,141,141
1090,1061,675018,138,138
1091,1060,675027,138,138
1092,1061,674236,138,138
1093,1061,675166,138,138
1094,1061,675063,138,138
1095,1061,674277,138,138
1096,1060,675064,138,138
1097,1061,674974,138,138
1098,1061,675340,141,141
1099,1061,674075,138,138
1100,1061,675083,138,138
1101,1060,675011,138,138
1102,1062,675184,138,138
1103,1060,674537,141,141
1104,1061,675069,138,138
1105,1061,674969,138,138
1106,1060,674973,138,138
1107,1062,674504,138,138
1108,1062,675221,141,138
1109,1061,675076,138,138
1110,1061,674075,138,138
1111,1062,675271,138,138
1112,1060,675266,141,141
1113,1061,674995,138,138
1114,1061,674246,138,138
1115,1060,675036,138,138
1116,1061,675188,138,138
1117,1061,674960,138,138
1118,1061,674301,138,138
1119,1061,675021,138,138
1120,1060,674936,138,138
1121,1061,675293,141,141
1122,1061,674078,138,138
1123,1061,675096,138,138
1124,1061,675012,138,138
1125,1061,675145,138,138
1126,1061,674580,141,141
1127,1061,675047,138,138
1128,1060,675013,138,138
1129,1061,672926,138,142
1130,1061,675061,138,139
1131,1061,675392,141,141
1132,1061,674980,138,138
1133,1061,673910,138,138
1134,1060,675064,138,138
1135,1062,675117,138,138
1136,1060,675346,141,141
1137,1061,674316,138,138
1138,1061,674916,138,138
