sample,interval (usec),PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA
888,1062,5587299,0,1536
889,1061,5588870,0,1494
890,1062,5566719,0,2125
891,1062,5579397,0,2177
892,1062,5576867,0,2452
893,1061,5578791,0,2161
894,1062,5572267,2,2457
895,1061,5452240,2,2170
896,1062,5581075,0,2757
897,1061,5585253,1,2379
898,1062,5562003,1,3106
899,1062,5530356,2,2620
900,1061,5586614,0,2339
901,1062,5582408,0,2351
902,1062,5575920,0,2388
903,1061,5587270,1,2204
904,1062,5578601,1,2200
905,1061,5563083,0,2303
906,1062,5587208,3,2300
907,1061,5580518,1,2124
908,1062,5457133,2,1727
909,1062,5520089,2,1883
910,1061,5538826,1,1674
911,1062,5461124,3,1916
912,1062,5458859,1,1973
913,1062,5449982,2,1755
914,1061,5537894,2,1611
915,1062,5541742,2,1626
916,1062,5536152,1,1741
917,1062,5520798,2,1963
918,1063,5360763,72,18833
919,1061,5533943,3,2713
920,1062,5515009,0,2635
921,1062,5537490,2,2626
922,1062,5539912,1,1865
923,1061,5536964,0,2080
924,1062,5525786,0,1901
925,1062,5536457,0,1802
926,1061,5536400,2,1735
927,1062,5536365,1,1896
928,1062,5518004,2,2200
929,1061,5535677,2,2010
930,1062,5536477,2,1982
931,1061,5535671,1,2116
932,1062,5500302,2,1985
933,1062,5458291,2,1712
934,1061,5461641,2,1126
935,1039,5327751,2,1099
936,1061,5459967,1,1544
937,1064,5537878,2,1410
938,1062,5543121,1,1485
939,1062,5567787,3,2076
940,1062,5580955,2,2454
941,1062,5578856,1,2427
942,1061,5576787,2,2237
943,1062,5563747,1,2698
944,1062,5579107,2,2255
945,1061,5581768,2,2348
946,1062,5579283,3,2334
947,1061,5568828,2,2581
948,1062,5591820,1,2508
949,1062,5583097,2,2383
950,1061,5583810,1,2252
951,1062,5566202,2,2263
952,1062,5581883,1,2536
953,1062,5576748,2,2436
954,1061,5565993,3,2189
955,1062,5455136,1,2204
956,1061,5452663,2,1910
957,1062,5582413,2,2003
958,1062,5569013,2,2114
959,1062,5587536,0,1741
960,1061,5582634,0,1836
961,1062,5583341,3,1780
962,1062,5576374,1,1693
963,1061,5585472,0,1726
964,1062,5593576,0,1319
965,1062,5581739,0,1742
966,1064,5425069,0,15309
967,1063,5542298,42,6157
968,1062,5577691,0,2740
969,1061,5565592,1,2784
970,1062,5586669,1,2401
971,1062,5585644,0,2023
972,1061,5587575,0,2034
973,1062,5577306,0,2052
974,1062,5591654,0,1904
975,1061,5585393,1,1972
976,1062,5579244,1,2314
977,1062,5572406,0,2255
978,1061,5581001,1,2065
979,1062,5583408,0,2158
980,1062,5578810,0,2179
981,1061,5574115,0,2049
982,1062,5591111,0,1511
983,1062,5590700,0,1237
984,1032,5420524,0,1284
985,1062,5586796,0,1676
986,1062,5587752,0,1492
987,1062,5586874,0,1919
988,1061,5569616,0,2266
989,1062,5581253,0,2401
990,1061,5575881,0,2288
991,1062,5581102,1,2237
992,1062,5568913,1,2499
993,1061,5453163,2,2308
994,1062,5453537,1,2658
995,1061,5579151,0,2405
996,1062,5566161,2,2697
997,1062,5587681,2,2220
998,1062,5583538,2,2344
999,1061,5586227,1,2295
1000,1062,5565737,2,2403
1001,1062,5582798,2,2489
1002,1061,5577658,2,2167
1003,1062,5564109,2,2431
1004,1062,5455556,3,2228
1005,1061,5578103,1,2040
1006,1062,5581399,2,2026
1007,1062,5575383,2,1887
1008,1061,5588584,1,1878
1009,1062,5591106,2,1714
1010,1062,5462414,1,1579
1011,1062,5557834,3,1766
1012,1061,5465210,1,1414
1013,1062,5583355,0,1720
1014,1062,5456329,0,1899
