sample,interval (usec),PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA,PAPI_BR_MSP,PAPI_TOT_CYC,PAPI_L2_TCM
517,164,53641,811,1572,9,543721,1572
518,164,54264,804,1678,12,543729,1678
519,165,54292,792,1550,11,544050,1550
520,163,53915,796,1561,11,543541,1561
521,164,53120,800,1566,11,537668,1566
522,164,53802,814,1582,11,543729,1582
523,164,53493,807,1575,12,543747,1575
524,163,53493,807,1576,11,543426,1576
525,164,56418,801,1567,16,543551,1567
526,164,53621,810,1575,11,543713,1575
527,164,53338,805,1570,11,543630,1570
528,163,53498,808,1572,12,543632,1572
529,165,54632,797,1764,13,543746,1764
530,164,54160,786,1554,11,544174,1554
531,164,54039,809,1577,13,543623,1577
532,164,53496,808,1573,11,543928,1573
533,164,53307,803,1568,12,543683,1568
534,163,53619,810,1574,12,543279,1574
535,164,53442,807,1571,12,543725,1571
536,163,53318,804,1569,11,543355,1569
537,164,53546,809,1573,12,543496,1573
538,164,53686,813,1578,10,543469,1578
539,163,53402,806,1571,12,543476,1571
540,165,54856,791,1618,13,543959,1618
541,164,56930,786,1549,16,544304,1549
542,163,53508,808,1567,11,543723,1567
543,164,53400,806,1564,11,543464,1564
544,164,53494,807,1566,10,543665,1566
545,164,53101,801,1561,12,539476,1561
546,163,53684,812,1575,12,543508,1575
547,164,53732,812,1573,12,543641,1573
548,164,53573,809,1570,10,543524,1570
549,164,53532,809,1570,12,543856,1570
550,164,54486,800,1727,13,543818,1727
551,164,54299,786,1548,13,544277,1548
552,165,53943,805,1567,13,543469,1567
553,164,53559,809,1569,11,544146,1569
554,164,53498,808,1567,12,543664,1567
555,164,53318,804,1564,14,543886,1564
556,163,53513,808,1567,13,543390,1567
557,164,56387,801,1561,17,543568,1561
558,164,53640,811,1570,11,543719,1570
559,163,53369,805,1564,12,543644,1564
560,164,53498,808,1567,12,543488,1567
561,165,54754,792,1626,13,544047,1626
562,164,53770,786,1548,11,544245,1548
563,164,53451,806,1565,13,543654,1565
564,163,53450,807,1566,12,543633,1566
565,164,53629,810,1569,12,543668,1569
566,164,53675,811,1569,12,543575,1569
567,164,53690,811,1570,12,543508,1570
568,163,53441,807,1565,11,543796,1565
569,164,53410,806,1564,12,543514,1564
570,164,53067,799,1559,12,539582,1559
571,164,53978,808,1624,13,544139,1624
572,165,54858,792,1555,14,544131,1555
573,163,56651,788,1551,16,543655,1551
574,164,53406,806,1566,11,543400,1566
575,164,53690,812,1571,12,543829,1571
576,163,53450,807,1566,12,543797,1566
577,164,53554,808,1567,12,543782,1567
578,164,53586,810,1569,11,543619,1569
579,163,53561,810,1569,12,543609,1569
580,164,53690,812,1571,12,543436,1571
581,164,53354,805,1563,12,543771,1563
582,164,55062,794,1793,13,544078,1793
583,165,54027,786,1548,11,544167,1548
584,163,53535,807,1566,12,543857,1566
585,164,53408,807,1565,12,543410,1565
586,164,53426,806,1565,10,543313,1565
587,163,53867,814,1572,11,543674,1572
588,164,53394,806,1564,12,543562,1564
589,164,56345,800,1559,17,544244,1559
590,163,53418,806,1565,11,543609,1565
591,164,53779,814,1573,10,543669,1573
592,164,53339,804,1562,10,543499,1562
593,164,55019,791,1705,13,544270,1705
