sample,interval (usec),PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA
557,1062,3741758,0,4
558,1062,3616154,0,658
559,1061,3754183,0,23
560,1061,3752006,0,9
561,1063,3757426,0,6
562,1063,3748938,0,59
563,1061,3760254,0,6
564,1062,3772765,0,5
565,1062,3781421,0,6
566,1062,3763311,0,53
567,1062,3769265,0,5
568,1061,3768365,0,6
569,1062,3774582,0,2
570,1062,3767232,0,23
571,1062,3773059,0,8
572,1062,3768949,0,5
573,1062,3768042,0,37
574,1062,3772682,0,8
575,1061,3775953,0,10
576,1062,3764624,0,3
577,1063,3639824,0,701
578,1061,3768412,0,16
579,1062,3767894,0,4
580,1062,3768623,0,9
581,1062,3753456,0,59
582,8281,29506123,0,103
583,1063,3711535,0,286
584,1061,3770204,0,6
585,1061,3759422,0,58
586,1062,3765222,0,6
587,1061,3770721,0,6
588,1061,3766360,0,6
589,1061,3642603,0,677
590,1062,3703940,0,310
591,1061,3760199,0,8
592,1061,3770020,0,3
593,1061,3747833,0,82
594,1061,3768118,0,9
595,1062,3766165,0,5
596,1063,3760694,0,3
597,1062,3749818,0,84
598,1061,3760460,0,7
599,1061,3766129,0,7
600,1061,3754190,0,44
601,1061,3763552,0,12
602,1062,3765712,0,0
603,1061,3771110,0,6
604,1061,3757897,0,42
605,1062,3766456,0,7
606,1061,3767443,0,2
607,1061,3767575,0,0
608,1061,3629038,0,686
609,1061,3770114,0,9
610,1061,3770514,0,6
611,1061,3772454,0,5
612,1061,3754005,0,103
613,1062,3767105,0,11
614,1061,3762156,0,10
615,1061,3762541,0,2
616,1061,3753314,0,44
617,1061,3762080,0,5
618,1061,3768726,0,6
619,1061,3753241,0,15
620,1062,3775583,0,12
621,1061,3772795,0,9
622,1061,3701547,0,309
623,1062,3767106,0,55
624,1061,3761066,0,9
625,1061,3755067,0,11
626,1061,3775940,0,3
627,1061,3640563,0,709
628,1062,3780939,0,14
629,1061,3778367,0,12
630,1061,3773610,0,7
631,1061,3764054,0,76
632,1061,3772870,0,11
633,1061,3767221,0,3
634,1062,3762095,0,65
635,1061,3769689,0,6
636,1061,3775492,0,10
637,1064,3785386,0,3
638,1062,3774502,0,35
639,1063,3783692,0,4
640,1061,3787410,0,3
641,1061,3787084,0,9
642,1061,3780013,0,47
643,1061,3786403,0,18
644,1061,3785962,0,3
645,1061,3783481,0,7
646,1062,3652882,0,679
647,1061,3782363,0,16
648,1061,3787933,0,6
649,1063,3773913,0,48
650,1061,3780402,0,13
651,1061,3776548,0,8
652,1061,3769549,0,2
653,1061,3765386,0,47
654,1061,3771699,0,6
655,1061,3774403,0,4
656,1061,3772861,0,2
657,1062,3761437,0,48
658,1061,3767558,0,10
659,1061,3768281,0,10
660,1061,3776999,0,6
661,1061,3763762,0,53
662,1061,3772046,0,9
663,1061,3772440,0,4
664,1062,3659861,0,613
665,1063,3765939,1,115
666,1061,3774873,0,16
667,1062,3771204,0,6
668,1061,3766413,0,72
669,1061,3771878,0,15
670,1062,3770600,0,13
671,1061,3771534,0,10
672,1061,3733910,0,176
673,1061,3779686,0,10
674,1062,3782340,0,7
675,1061,3785638,0,4
676,1061,3770489,0,71
677,1063,3734511,0,309
678,1061,3784770,0,12
679,1061,3781772,0,7
680,1062,3774113,0,66
681,1061,3786473,0,4
682,1061,3661791,0,652
683,1061,3769797,0,49
684,1062,3783705,0,7
685,1063,3790201,0,4
686,1061,3783323,0,2
687,1062,3775189,0,50
688,1061,3781914,0,8
689,1061,3781753,0,5
690,1061,3784372,0,3
691,1061,3776711,0,61
692,1062,3800286,0,11
693,1061,3803950,0,6
694,1061,3799300,0,2
695,1061,3791954,0,54
696,1061,3808216,0,10
697,1061,3801654,0,9
698,1062,3789645,0,31
