sample,interval (usec),PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA
980,161,47893,1120,1634
981,160,45407,1093,1862
982,161,46394,1082,1593
983,161,46724,1120,1885
984,161,45247,1061,1571
985,161,48140,1153,1918
986,161,44506,1059,1569
987,161,48543,1168,1882
988,161,43190,1100,1610
989,163,48939,1151,1665
990,161,44595,1072,1838
991,161,47008,1098,1608
992,161,46312,1114,1879
993,161,45481,1063,1573
994,160,47809,1147,1913
995,161,44812,1053,1563
996,161,48542,1159,1924
997,161,43759,1088,1599
998,161,47620,1148,1662
999,161,45535,1106,1871
1000,160,48884,1147,1657
1001,161,45659,1109,1874
1002,161,48216,1128,1638
1003,161,45729,1105,1870
1004,161,47029,1098,1609
1005,161,46352,1114,1879
1006,161,46095,1081,1591
1007,160,47286,1133,1898
1008,161,44653,1047,1557
1009,161,48601,1160,1926
1010,161,44024,1089,1599
1011,161,47513,1154,1668
1012,160,44884,1083,1831
1013,161,47288,1106,1616
1014,161,46053,1108,1874
1015,161,45370,1057,1567
1016,160,47463,1136,1901
1017,161,44632,1049,1559
1018,161,48698,1166,1931
1019,161,43442,1095,1605
1020,161,47794,1138,1652
1021,161,45139,1088,1853
1022,161,46974,1096,1606
1023,161,46467,1119,1884
1024,160,45972,1076,1586
1025,161,47374,1135,1900
1026,161,44767,1050,1560
1027,161,48457,1156,1922
1028,161,43905,1086,1596
1029,160,47706,1156,1670
1030,161,44829,1082,1793
1031,161,47113,1098,1608
1032,160,46059,1107,1874
1033,161,45792,1070,1580
1034,161,47300,1132,1897
1035,161,44480,1043,1553
1036,160,48599,1158,1923
1037,162,43314,1101,1611
1038,160,47765,1131,1645
1039,162,45336,1094,1859
1040,161,45532,1054,1564
1041,160,46800,1120,1885
1042,161,45101,1059,1569
1043,161,48204,1151,1916
1044,161,43538,1079,1589
1045,160,47673,1150,1664
1046,161,45006,1087,1854
1047,161,47106,1098,1608
1048,161,46141,1110,1877
1049,160,45819,1071,1581
1050,161,47298,1133,1900
1051,161,44644,1047,1557
1052,161,48587,1159,1924
1053,161,44088,1090,1600
1054,161,47761,1160,1674
1055,160,44880,1089,1762
1056,161,47491,1108,1618
1057,161,45716,1099,1865
1058,160,46125,1079,1589
